qid,run_a,run_b,k,overlap_at_k,jaccard_at_k
Q010,stable_level_bonus_off,stable_tau_child_low,20,0.95,1.0
Q001,stable_level_bonus_off,stable_tau_local_high,20,0.85,0.8947368421052632
Q002,stable_level_bonus_off,stable_tau_local_high,20,0.85,0.8947368421052632
Q003,stable_level_bonus_off,stable_tau_local_high,20,0.95,1.0
Q004,stable_level_bonus_off,stable_tau_local_high,20,0.2,0.19047619047619047
Q005,stable_level_bonus_off,stable_tau_local_high,20,0.9,0.8181818181818182
Q006,stable_level_bonus_off,stable_tau_local_high,20,0.75,0.6818181818181818
Q007,stable_level_bonus_off,stable_tau_local_high,20,0.8,0.8888888888888888
Q008,stable_level_bonus_off,stable_tau_local_high,20,0.95,1.0
Q009,stable_level_bonus_off,stable_tau_local_high,20,0.85,0.8947368421052632
Q010,stable_level_bonus_off,stable_tau_local_high,20,0.95,1.0
Q001,stable_level_bonus_off,stable_tau_local_low,20,0.9,1.0
Q002,stable_level_bonus_off,stable_tau_local_low,20,0.85,0.8947368421052632
Q003,stable_level_bonus_off,stable_tau_local_low,20,0.95,1.0
Q004,stable_level_bonus_off,stable_tau_local_low,20,0.95,0.9047619047619048
Q005,stable_level_bonus_off,stable_tau_local_low,20,0.8,0.6956521739130435
Q006,stable_level_bonus_off,stable_tau_local_low,20,1.0,1.0
Q007,stable_level_bonus_off,stable_tau_local_low,20,0.8,0.8888888888888888
Q008,stable_level_bonus_off,stable_tau_local_low,20,0.95,1.0
Q009,stable_level_bonus_off,stable_tau_local_low,20,0.85,0.8947368421052632
Q010,stable_level_bonus_off,stable_tau_local_low,20,0.95,1.0
Q001,stable_level_bonus_off,stable_text_only,20,0.5,0.38461538461538464
Q002,stable_level_bonus_off,stable_text_only,20,0.55,0.4074074074074074
Q003,stable_level_bonus_off,stable_text_only,20,0.5,0.3448275862068966
Q004,stable_level_bonus_off,stable_text_only,20,0.75,0.6
Q005,stable_level_bonus_off,stable_text_only,20,0.8,0.6666666666666666
Q006,stable_level_bonus_off,stable_text_only,20,0.65,0.48148148148148145
Q007,stable_level_bonus_off,stable_text_only,20,0.65,0.6190476190476191
Q008,stable_level_bonus_off,stable_text_only,20,0.75,0.6521739130434783
Q009,stable_level_bonus_off,stable_text_only,20,0.7,0.6363636363636364
Q010,stable_level_bonus_off,stable_text_only,20,0.6,0.46153846153846156
Q001,stable_level_bonus_off,stable_type_high,20,0.9,1.0
Q002,stable_level_bonus_off,stable_type_high,20,0.85,0.8947368421052632
Q003,stable_level_bonus_off,stable_type_high,20,0.9,0.9
Q004,stable_level_bonus_off,stable_type_high,20,0.95,0.9047619047619048
Q005,stable_level_bonus_off,stable_type_high,20,0.9,0.8181818181818182
Q006,stable_level_bonus_off,stable_type_high,20,0.9,0.8181818181818182
Q007,stable_level_bonus_off,stable_type_high,20,0.8,0.8888888888888888
Q008,stable_level_bonus_off,stable_type_high,20,0.9,0.9
Q009,stable_level_bonus_off,stable_type_high,20,0.85,0.8947368421052632
Q010,stable_level_bonus_off,stable_type_high,20,0.85,0.8095238095238095
Q001,stable_level_high,stable_no_dist,20,0.5,0.38461538461538464
Q002,stable_level_high,stable_no_dist,20,0.65,0.5416666666666666
Q003,stable_level_high,stable_no_dist,20,0.55,0.39285714285714285
Q004,stable_level_high,stable_no_dist,20,0.8,0.6666666666666666
Q005,stable_level_high,stable_no_dist,20,0.75,0.6521739130434783
Q006,stable_level_high,stable_no_dist,20,0.6,0.46153846153846156
Q007,stable_level_high,stable_no_dist,20,0.7,0.7
Q008,stable_level_high,stable_no_dist,20,0.7,0.5833333333333334
Q009,stable_level_high,stable_no_dist,20,0.75,0.7142857142857143
Q010,stable_level_high,stable_no_dist,20,0.6,0.48
Q001,stable_level_high,stable_no_level,20,0.9,1.0
Q002,stable_level_high,stable_no_level,20,0.8,0.8
Q003,stable_level_high,stable_no_level,20,0.85,0.8095238095238095
Q004,stable_level_high,stable_no_level,20,0.95,0.9047619047619048
Q005,stable_level_high,stable_no_level,20,0.95,0.9047619047619048
Q006,stable_level_high,stable_no_level,20,0.95,0.9047619047619048
Q007,stable_level_high,stable_no_level,20,0.8,0.8888888888888888
Q008,stable_level_high,stable_no_level,20,0.9,0.9
Q009,stable_level_high,stable_no_level,20,0.85,0.8947368421052632
Q010,stable_level_high,stable_no_level,20,0.95,1.0
Q001,stable_level_high,stable_no_links,20,0.9,1.0
Q002,stable_level_high,stable_no_links,20,0.85,0.8947368421052632
Q003,stable_level_high,stable_no_links,20,0.85,0.8095238095238095
Q004,stable_level_high,stable_no_links,20,1.0,1.0
Q005,stable_level_high,stable_no_links,20,1.0,1.0
Q006,stable_level_high,stable_no_links,20,0.95,0.9047619047619048
Q007,stable_level_high,stable_no_links,20,0.8,0.8888888888888888
Q008,stable_level_high,stable_no_links,20,0.9,0.9
Q009,stable_level_high,stable_no_links,20,0.9,1.0
Q010,stable_level_high,stable_no_links,20,0.95,1.0
Q001,stable_level_high,stable_no_type,20,0.65,0.5652173913043478
Q002,stable_level_high,stable_no_type,20,0.75,0.7142857142857143
Q003,stable_level_high,stable_no_type,20,0.8,0.7272727272727273
Q004,stable_level_high,stable_no_type,20,1.0,1.0
Q005,stable_level_high,stable_no_type,20,0.9,0.8181818181818182
Q006,stable_level_high,stable_no_type,20,0.95,0.9047619047619048
Q007,stable_level_high,stable_no_type,20,0.8,0.8888888888888888
Q008,stable_level_high,stable_no_type,20,0.75,0.6521739130434783
Q009,stable_level_high,stable_no_type,20,0.8,0.8
Q010,stable_level_high,stable_no_type,20,0.8,0.7272727272727273
Q001,stable_level_high,stable_tau_child_high,20,0.9,1.0
Q002,stable_level_high,stable_tau_child_high,20,0.85,0.8947368421052632
Q003,stable_level_high,stable_tau_child_high,20,0.85,0.8095238095238095
Q004,stable_level_high,stable_tau_child_high,20,0.55,0.3793103448275862
Q005,stable_level_high,stable_tau_child_high,20,0.55,0.3793103448275862
Q006,stable_level_high,stable_tau_child_high,20,0.95,0.9047619047619048
Q007,stable_level_high,stable_tau_child_high,20,0.8,0.8888888888888888
Q008,stable_level_high,stable_tau_child_high,20,0.9,0.9
Q009,stable_level_high,stable_tau_child_high,20,0.9,1.0
Q010,stable_level_high,stable_tau_child_high,20,0.95,1.0
Q001,stable_level_high,stable_tau_child_low,20,0.9,1.0
Q002,stable_level_high,stable_tau_child_low,20,0.85,0.8947368421052632
Q003,stable_level_high,stable_tau_child_low,20,0.85,0.8095238095238095
Q004,stable_level_high,stable_tau_child_low,20,1.0,1.0
Q005,stable_level_high,stable_tau_child_low,20,1.0,1.0
Q006,stable_level_high,stable_tau_child_low,20,0.95,0.9047619047619048
Q007,stable_level_high,stable_tau_child_low,20,0.8,0.8888888888888888
Q008,stable_level_high,stable_tau_child_low,20,0.9,0.9
Q009,stable_level_high,stable_tau_child_low,20,0.9,1.0
Q010,stable_level_high,stable_tau_child_low,20,0.95,1.0
Q001,stable_level_high,stable_tau_local_high,20,0.85,0.8947368421052632
Q002,stable_level_high,stable_tau_local_high,20,0.85,0.8947368421052632
Q003,stable_level_high,stable_tau_local_high,20,0.85,0.8095238095238095
Q004,stable_level_high,stable_tau_local_high,20,0.25,0.25
Q005,stable_level_high,stable_tau_local_high,20,0.95,0.9047619047619048
Q006,stable_level_high,stable_tau_local_high,20,0.75,0.6818181818181818
Q007,stable_level_high,stable_tau_local_high,20,0.8,0.8888888888888888
Q008,stable_level_high,stable_tau_local_high,20,0.9,0.9
Q009,stable_level_high,stable_tau_local_high,20,0.9,1.0
Q010,stable_level_high,stable_tau_local_high,20,0.95,1.0
Q001,stable_level_high,stable_tau_local_low,20,0.9,1.0
Q002,stable_level_high,stable_tau_local_low,20,0.85,0.8947368421052632
Q003,stable_level_high,stable_tau_local_low,20,0.85,0.8095238095238095
Q004,stable_level_high,stable_tau_local_low,20,1.0,1.0
Q005,stable_level_high,stable_tau_local_low,20,0.8,0.6956521739130435
Q006,stable_level_high,stable_tau_local_low,20,0.95,0.9047619047619048
Q007,stable_level_high,stable_tau_local_low,20,0.8,0.8888888888888888
Q008,stable_level_high,stable_tau_local_low,20,0.9,0.9
Q009,stable_level_high,stable_tau_local_low,20,0.9,1.0
Q010,stable_level_high,stable_tau_local_low,20,0.95,1.0
Q001,stable_level_high,stable_text_only,20,0.5,0.38461538461538464
Q002,stable_level_high,stable_text_only,20,0.55,0.4074074074074074
Q003,stable_level_high,stable_text_only,20,0.6,0.4444444444444444
Q004,stable_level_high,stable_text_only,20,0.75,0.6
Q005,stable_level_high,stable_text_only,20,0.8,0.6666666666666666
Q006,stable_level_high,stable_text_only,20,0.7,0.5384615384615384
Q007,stable_level_high,stable_text_only,20,0.7,0.7
Q008,stable_level_high,stable_text_only,20,0.75,0.6521739130434783
Q009,stable_level_high,stable_text_only,20,0.75,0.7142857142857143
Q010,stable_level_high,stable_text_only,20,0.6,0.46153846153846156
Q001,stable_level_high,stable_type_high,20,0.9,1.0
Q002,stable_level_high,stable_type_high,20,0.85,0.8947368421052632
Q003,stable_level_high,stable_type_high,20,0.85,0.8095238095238095
Q004,stable_level_high,stable_type_high,20,1.0,1.0
Q005,stable_level_high,stable_type_high,20,0.95,0.9047619047619048
Q006,stable_level_high,stable_type_high,20,0.9,0.8181818181818182
Q007,stable_level_high,stable_type_high,20,0.85,1.0
Q008,stable_level_high,stable_type_high,20,0.95,1.0
Q009,stable_level_high,stable_type_high,20,0.9,1.0
Q010,stable_level_high,stable_type_high,20,0.85,0.8095238095238095
Q001,stable_no_dist,stable_no_level,20,0.5,0.38461538461538464
Q002,stable_no_dist,stable_no_level,20,0.65,0.5416666666666666
Q003,stable_no_dist,stable_no_level,20,0.45,0.3
Q004,stable_no_dist,stable_no_level,20,0.8,0.6666666666666666
Q005,stable_no_dist,stable_no_level,20,0.75,0.6521739130434783
Q006,stable_no_dist,stable_no_level,20,0.55,0.4074074074074074
Q007,stable_no_dist,stable_no_level,20,0.65,0.6190476190476191
Q008,stable_no_dist,stable_no_level,20,0.7,0.5833333333333334
Q009,stable_no_dist,stable_no_level,20,0.7,0.6363636363636364
Q010,stable_no_dist,stable_no_level,20,0.6,0.48
Q001,stable_no_dist,stable_no_links,20,0.5,0.38461538461538464
Q002,stable_no_dist,stable_no_links,20,0.65,0.5416666666666666
Q003,stable_no_dist,stable_no_links,20,0.45,0.3
Q004,stable_no_dist,stable_no_links,20,0.8,0.6666666666666666
Q005,stable_no_dist,stable_no_links,20,0.75,0.6521739130434783
Q006,stable_no_dist,stable_no_links,20,0.55,0.4074074074074074
Q007,stable_no_dist,stable_no_links,20,0.7,0.7
Q008,stable_no_dist,stable_no_links,20,0.7,0.5833333333333334
Q009,stable_no_dist,stable_no_links,20,0.75,0.7142857142857143
Q010,stable_no_dist,stable_no_links,20,0.6,0.48
Q001,stable_no_dist,stable_no_type,20,0.5,0.38461538461538464
Q002,stable_no_dist,stable_no_type,20,0.65,0.5416666666666666
Q003,stable_no_dist,stable_no_type,20,0.45,0.3
Q004,stable_no_dist,stable_no_type,20,0.8,0.6666666666666666
Q005,stable_no_dist,stable_no_type,20,0.75,0.6521739130434783
Q006,stable_no_dist,stable_no_type,20,0.55,0.4074074074074074
Q007,stable_no_dist,stable_no_type,20,0.65,0.6190476190476191
Q008,stable_no_dist,stable_no_type,20,0.55,0.4074074074074074
Q009,stable_no_dist,stable_no_type,20,0.7,0.6363636363636364
Q010,stable_no_dist,stable_no_type,20,0.6,0.48
Q001,stable_no_dist,stable_tau_child_high,20,0.5,0.38461538461538464
Q002,stable_no_dist,stable_tau_child_high,20,0.65,0.5416666666666666
Q003,stable_no_dist,stable_tau_child_high,20,0.45,0.3
Q004,stable_no_dist,stable_tau_child_high,20,0.4,0.25
Q005,stable_no_dist,stable_tau_child_high,20,0.45,0.3103448275862069
Q006,stable_no_dist,stable_tau_child_high,20,0.55,0.4074074074074074
Q007,stable_no_dist,stable_tau_child_high,20,0.7,0.7
Q008,stable_no_dist,stable_tau_child_high,20,0.7,0.5833333333333334
Q009,stable_no_dist,stable_tau_child_high,20,0.75,0.7142857142857143
Q010,stable_no_dist,stable_tau_child_high,20,0.6,0.48
Q001,stable_no_dist,stable_tau_child_low,20,0.5,0.38461538461538464
Q002,stable_no_dist,stable_tau_child_low,20,0.65,0.5416666666666666
Q003,stable_no_dist,stable_tau_child_low,20,0.45,0.3
Q004,stable_no_dist,stable_tau_child_low,20,0.8,0.6666666666666666
Q005,stable_no_dist,stable_tau_child_low,20,0.75,0.6521739130434783
Q006,stable_no_dist,stable_tau_child_low,20,0.55,0.4074074074074074
Q007,stable_no_dist,stable_tau_child_low,20,0.7,0.7
Q008,stable_no_dist,stable_tau_child_low,20,0.7,0.5833333333333334
Q009,stable_no_dist,stable_tau_child_low,20,0.75,0.7142857142857143
Q010,stable_no_dist,stable_tau_child_low,20,0.6,0.48
Q001,stable_no_dist,stable_tau_local_high,20,0.5,0.38461538461538464
Q002,stable_no_dist,stable_tau_local_high,20,0.65,0.5416666666666666
Q003,stable_no_dist,stable_tau_local_high,20,0.45,0.3
Q004,stable_no_dist,stable_tau_local_high,20,0.2,0.19047619047619047
Q005,stable_no_dist,stable_tau_local_high,20,0.75,0.6521739130434783
Q006,stable_no_dist,stable_tau_local_high,20,0.45,0.34615384615384615
Q007,stable_no_dist,stable_tau_local_high,20,0.7,0.7
Q008,stable_no_dist,stable_tau_local_high,20,0.7,0.5833333333333334
Q009,stable_no_dist,stable_tau_local_high,20,0.75,0.7142857142857143
Q010,stable_no_dist,stable_tau_local_high,20,0.6,0.48
Q001,stable_no_dist,stable_tau_local_low,20,0.5,0.38461538461538464
Q002,stable_no_dist,stable_tau_local_low,20,0.65,0.5416666666666666
Q003,stable_no_dist,stable_tau_local_low,20,0.45,0.3
Q004,stable_no_dist,stable_tau_local_low,20,0.8,0.6666666666666666
Q005,stable_no_dist,stable_tau_local_low,20,0.75,0.6818181818181818
Q006,stable_no_dist,stable_tau_local_low,20,0.55,0.4074074074074074
Q007,stable_no_dist,stable_tau_local_low,20,0.7,0.7
Q008,stable_no_dist,stable_tau_local_low,20,0.7,0.5833333333333334
Q009,stable_no_dist,stable_tau_local_low,20,0.75,0.7142857142857143
Q010,stable_no_dist,stable_tau_local_low,20,0.6,0.48
Q001,stable_no_dist,stable_text_only,20,0.9,1.0
Q002,stable_no_dist,stable_text_only,20,0.85,0.7727272727272727
Q003,stable_no_dist,stable_text_only,20,0.85,0.7391304347826086
Q004,stable_no_dist,stable_text_only,20,0.95,0.9047619047619048
Q005,stable_no_dist,stable_text_only,20,0.8,0.7272727272727273
Q006,stable_no_dist,stable_text_only,20,0.9,0.9
Q007,stable_no_dist,stable_text_only,20,0.85,1.0
Q008,stable_no_dist,stable_text_only,20,0.8,0.7272727272727273
Q009,stable_no_dist,stable_text_only,20,0.85,0.8947368421052632
Q010,stable_no_dist,stable_text_only,20,0.75,0.6818181818181818
Q001,stable_no_dist,stable_type_high,20,0.5,0.38461538461538464
Q002,stable_no_dist,stable_type_high,20,0.65,0.5416666666666666
Q003,stable_no_dist,stable_type_high,20,0.5,0.3448275862068966
Q004,stable_no_dist,stable_type_high,20,0.8,0.6666666666666666
Q005,stable_no_dist,stable_type_high,20,0.75,0.6521739130434783
Q006,stable_no_dist,stable_type_high,20,0.6,0.46153846153846156
Q007,stable_no_dist,stable_type_high,20,0.7,0.7
Q008,stable_no_dist,stable_type_high,20,0.7,0.5833333333333334
Q009,stable_no_dist,stable_type_high,20,0.75,0.7142857142857143
Q010,stable_no_dist,stable_type_high,20,0.6,0.48
Q001,stable_no_level,stable_no_links,20,0.9,1.0
Q002,stable_no_level,stable_no_links,20,0.85,0.8947368421052632
Q003,stable_no_level,stable_no_links,20,0.95,1.0
Q004,stable_no_level,stable_no_links,20,0.95,0.9047619047619048
Q005,stable_no_level,stable_no_links,20,0.95,0.9047619047619048
Q006,stable_no_level,stable_no_links,20,1.0,1.0
Q007,stable_no_level,stable_no_links,20,0.8,0.8888888888888888
Q008,stable_no_level,stable_no_links,20,0.95,1.0
Q009,stable_no_level,stable_no_links,20,0.85,0.8947368421052632
Q010,stable_no_level,stable_no_links,20,0.95,1.0
Q001,stable_no_level,stable_no_type,20,0.65,0.5652173913043478
Q002,stable_no_level,stable_no_type,20,0.75,0.7142857142857143
Q003,stable_no_level,stable_no_type,20,0.8,0.7272727272727273
Q004,stable_no_level,stable_no_type,20,0.95,0.9047619047619048
Q005,stable_no_level,stable_no_type,20,0.9,0.8181818181818182
Q006,stable_no_level,stable_no_type,20,0.95,0.9047619047619048
Q007,stable_no_level,stable_no_type,20,0.8,0.8888888888888888
Q008,stable_no_level,stable_no_type,20,0.75,0.6521739130434783
Q009,stable_no_level,stable_no_type,20,0.85,0.8947368421052632
Q010,stable_no_level,stable_no_type,20,0.8,0.7272727272727273
Q001,stable_no_level,stable_tau_child_high,20,0.9,1.0
Q002,stable_no_level,stable_tau_child_high,20,0.85,0.8947368421052632
Q003,stable_no_level,stable_tau_child_high,20,0.95,1.0
Q004,stable_no_level,stable_tau_child_high,20,0.6,0.42857142857142855
Q005,stable_no_level,stable_tau_child_high,20,0.6,0.42857142857142855
Q006,stable_no_level,stable_tau_child_high,20,1.0,1.0
Q007,stable_no_level,stable_tau_child_high,20,0.8,0.8888888888888888
Q008,stable_no_level,stable_tau_child_high,20,0.95,1.0
Q009,stable_no_level,stable_tau_child_high,20,0.85,0.8947368421052632
Q010,stable_no_level,stable_tau_child_high,20,0.95,1.0
Q001,stable_no_level,stable_tau_child_low,20,0.9,1.0
Q002,stable_no_level,stable_tau_child_low,20,0.85,0.8947368421052632
Q003,stable_no_level,stable_tau_child_low,20,0.95,1.0
Q004,stable_no_level,stable_tau_child_low,20,0.95,0.9047619047619048
Q005,stable_no_level,stable_tau_child_low,20,0.95,0.9047619047619048
Q006,stable_no_level,stable_tau_child_low,20,1.0,1.0
Q007,stable_no_level,stable_tau_child_low,20,0.8,0.8888888888888888
Q008,stable_no_level,stable_tau_child_low,20,0.95,1.0
Q009,stable_no_level,stable_tau_child_low,20,0.85,0.8947368421052632
Q010,stable_no_level,stable_tau_child_low,20,0.95,1.0
Q001,stable_no_level,stable_tau_local_high,20,0.85,0.8947368421052632
Q002,stable_no_level,stable_tau_local_high,20,0.85,0.8947368421052632
Q003,stable_no_level,stable_tau_local_high,20,0.95,1.0
Q004,stable_no_level,stable_tau_local_high,20,0.2,0.19047619047619047
Q005,stable_no_level,stable_tau_local_high,20,0.9,0.8181818181818182
Q006,stable_no_level,stable_tau_local_high,20,0.75,0.6818181818181818
Q007,stable_no_level,stable_tau_local_high,20,0.8,0.8888888888888888
Q008,stable_no_level,stable_tau_local_high,20,0.95,1.0
Q009,stable_no_level,stable_tau_local_high,20,0.85,0.8947368421052632
Q010,stable_no_level,stable_tau_local_high,20,0.95,1.0
Q001,stable_no_level,stable_tau_local_low,20,0.9,1.0
Q002,stable_no_level,stable_tau_local_low,20,0.85,0.8947368421052632
Q003,stable_no_level,stable_tau_local_low,20,0.95,1.0
Q004,stable_no_level,stable_tau_local_low,20,0.95,0.9047619047619048
Q005,stable_no_level,stable_tau_local_low,20,0.8,0.6956521739130435
Q006,stable_no_level,stable_tau_local_low,20,1.0,1.0
Q007,stable_no_level,stable_tau_local_low,20,0.8,0.8888888888888888
Q008,stable_no_level,stable_tau_local_low,20,0.95,1.0
Q009,stable_no_level,stable_tau_local_low,20,0.85,0.8947368421052632
Q010,stable_no_level,stable_tau_local_low,20,0.95,1.0
Q001,stable_no_level,stable_text_only,20,0.5,0.38461538461538464
Q002,stable_no_level,stable_text_only,20,0.55,0.4074074074074074
Q003,stable_no_level,stable_text_only,20,0.5,0.3448275862068966
Q004,stable_no_level,stable_text_only,20,0.75,0.6
Q005,stable_no_level,stable_text_only,20,0.8,0.6666666666666666
Q006,stable_no_level,stable_text_only,20,0.65,0.48148148148148145
Q007,stable_no_level,stable_text_only,20,0.65,0.6190476190476191
Q008,stable_no_level,stable_text_only,20,0.75,0.6521739130434783
Q009,stable_no_level,stable_text_only,20,0.7,0.6363636363636364
Q010,stable_no_level,stable_text_only,20,0.6,0.46153846153846156
Q001,stable_no_level,stable_type_high,20,0.9,1.0
Q002,stable_no_level,stable_type_high,20,0.85,0.8947368421052632
Q003,stable_no_level,stable_type_high,20,0.9,0.9
Q004,stable_no_level,stable_type_high,20,0.95,0.9047619047619048
Q005,stable_no_level,stable_type_high,20,0.9,0.8181818181818182
Q006,stable_no_level,stable_type_high,20,0.9,0.8181818181818182
Q007,stable_no_level,stable_type_high,20,0.8,0.8888888888888888
Q008,stable_no_level,stable_type_high,20,0.9,0.9
Q009,stable_no_level,stable_type_high,20,0.85,0.8947368421052632
Q010,stable_no_level,stable_type_high,20,0.85,0.8095238095238095
Q001,stable_no_links,stable_no_type,20,0.65,0.5652173913043478
Q002,stable_no_links,stable_no_type,20,0.75,0.7142857142857143
Q003,stable_no_links,stable_no_type,20,0.8,0.7272727272727273
Q004,stable_no_links,stable_no_type,20,1.0,1.0
Q005,stable_no_links,stable_no_type,20,0.9,0.8181818181818182
Q006,stable_no_links,stable_no_type,20,0.95,0.9047619047619048
Q007,stable_no_links,stable_no_type,20,0.8,0.8888888888888888
Q008,stable_no_links,stable_no_type,20,0.75,0.6521739130434783
Q009,stable_no_links,stable_no_type,20,0.8,0.8
Q010,stable_no_links,stable_no_type,20,0.8,0.7272727272727273
Q001,stable_no_links,stable_tau_child_high,20,0.9,1.0
Q002,stable_no_links,stable_tau_child_high,20,0.9,1.0
Q003,stable_no_links,stable_tau_child_high,20,0.95,1.0
Q004,stable_no_links,stable_tau_child_high,20,0.55,0.3793103448275862
Q005,stable_no_links,stable_tau_child_high,20,0.55,0.3793103448275862
Q006,stable_no_links,stable_tau_child_high,20,1.0,1.0
Q007,stable_no_links,stable_tau_child_high,20,0.85,1.0
Q008,stable_no_links,stable_tau_child_high,20,0.95,1.0
Q009,stable_no_links,stable_tau_child_high,20,0.9,1.0
Q010,stable_no_links,stable_tau_child_high,20,0.95,1.0
Q001,stable_no_links,stable_tau_child_low,20,0.9,1.0
Q002,stable_no_links,stable_tau_child_low,20,0.9,1.0
Q003,stable_no_links,stable_tau_child_low,20,0.95,1.0
Q004,stable_no_links,stable_tau_child_low,20,1.0,1.0
Q005,stable_no_links,stable_tau_child_low,20,1.0,1.0
Q006,stable_no_links,stable_tau_child_low,20,1.0,1.0
Q007,stable_no_links,stable_tau_child_low,20,0.85,1.0
Q008,stable_no_links,stable_tau_child_low,20,0.95,1.0
Q009,stable_no_links,stable_tau_child_low,20,0.9,1.0
Q010,stable_no_links,stable_tau_child_low,20,0.95,1.0
Q001,stable_no_links,stable_tau_local_high,20,0.85,0.8947368421052632
Q002,stable_no_links,stable_tau_local_high,20,0.9,1.0
Q003,stable_no_links,stable_tau_local_high,20,0.95,1.0
Q004,stable_no_links,stable_tau_local_high,20,0.25,0.25
Q005,stable_no_links,stable_tau_local_high,20,0.95,0.9047619047619048
Q006,stable_no_links,stable_tau_local_high,20,0.75,0.6818181818181818
Q007,stable_no_links,stable_tau_local_high,20,0.85,1.0
Q008,stable_no_links,stable_tau_local_high,20,0.95,1.0
Q009,stable_no_links,stable_tau_local_high,20,0.9,1.0
Q010,stable_no_links,stable_tau_local_high,20,0.95,1.0
Q001,stable_no_links,stable_tau_local_low,20,0.9,1.0
Q002,stable_no_links,stable_tau_local_low,20,0.9,1.0
Q003,stable_no_links,stable_tau_local_low,20,0.95,1.0
Q004,stable_no_links,stable_tau_local_low,20,1.0,1.0
Q005,stable_no_links,stable_tau_local_low,20,0.8,0.6956521739130435
Q006,stable_no_links,stable_tau_local_low,20,1.0,1.0
Q007,stable_no_links,stable_tau_local_low,20,0.85,1.0
Q008,stable_no_links,stable_tau_local_low,20,0.95,1.0
Q009,stable_no_links,stable_tau_local_low,20,0.9,1.0
Q010,stable_no_links,stable_tau_local_low,20,0.95,1.0
Q001,stable_no_links,stable_text_only,20,0.5,0.38461538461538464
Q002,stable_no_links,stable_text_only,20,0.55,0.4074074074074074
Q003,stable_no_links,stable_text_only,20,0.5,0.3448275862068966
Q004,stable_no_links,stable_text_only,20,0.75,0.6
Q005,stable_no_links,stable_text_only,20,0.8,0.6666666666666666
Q006,stable_no_links,stable_text_only,20,0.65,0.48148148148148145
Q007,stable_no_links,stable_text_only,20,0.7,0.7
Q008,stable_no_links,stable_text_only,20,0.75,0.6521739130434783
Q009,stable_no_links,stable_text_only,20,0.75,0.7142857142857143
Q010,stable_no_links,stable_text_only,20,0.6,0.46153846153846156
Q001,stable_no_links,stable_type_high,20,0.9,1.0
Q002,stable_no_links,stable_type_high,20,0.9,1.0
Q003,stable_no_links,stable_type_high,20,0.9,0.9
Q004,stable_no_links,stable_type_high,20,1.0,1.0
Q005,stable_no_links,stable_type_high,20,0.95,0.9047619047619048
Q006,stable_no_links,stable_type_high,20,0.9,0.8181818181818182
Q007,stable_no_links,stable_type_high,20,0.8,0.8888888888888888
Q008,stable_no_links,stable_type_high,20,0.9,0.9
Q009,stable_no_links,stable_type_high,20,0.9,1.0
Q010,stable_no_links,stable_type_high,20,0.85,0.8095238095238095
Q001,stable_no_type,stable_tau_child_high,20,0.65,0.5652173913043478
Q002,stable_no_type,stable_tau_child_high,20,0.75,0.7142857142857143
Q003,stable_no_type,stable_tau_child_high,20,0.8,0.7272727272727273
Q004,stable_no_type,stable_tau_child_high,20,0.55,0.3793103448275862
Q005,stable_no_type,stable_tau_child_high,20,0.6,0.42857142857142855
Q006,stable_no_type,stable_tau_child_high,20,0.95,0.9047619047619048
Q007,stable_no_type,stable_tau_child_high,20,0.8,0.8888888888888888
Q008,stable_no_type,stable_tau_child_high,20,0.75,0.6521739130434783
Q009,stable_no_type,stable_tau_child_high,20,0.8,0.8
Q010,stable_no_type,stable_tau_child_high,20,0.8,0.7272727272727273
Q001,stable_no_type,stable_tau_child_low,20,0.65,0.5652173913043478
Q002,stable_no_type,stable_tau_child_low,20,0.75,0.7142857142857143
Q003,stable_no_type,stable_tau_child_low,20,0.8,0.7272727272727273
Q004,stable_no_type,stable_tau_child_low,20,1.0,1.0
Q005,stable_no_type,stable_tau_child_low,20,0.9,0.8181818181818182
Q006,stable_no_type,stable_tau_child_low,20,0.95,0.9047619047619048
Q007,stable_no_type,stable_tau_child_low,20,0.8,0.8888888888888888
Q008,stable_no_type,stable_tau_child_low,20,0.75,0.6521739130434783
Q009,stable_no_type,stable_tau_child_low,20,0.8,0.8
Q010,stable_no_type,stable_tau_child_low,20,0.8,0.7272727272727273
Q001,stable_no_type,stable_tau_local_high,20,0.65,0.5652173913043478
Q002,stable_no_type,stable_tau_local_high,20,0.75,0.7142857142857143
Q003,stable_no_type,stable_tau_local_high,20,0.8,0.7272727272727273
Q004,stable_no_type,stable_tau_local_high,20,0.25,0.25
Q005,stable_no_type,stable_tau_local_high,20,0.95,0.9047619047619048
Q006,stable_no_type,stable_tau_local_high,20,0.8,0.7619047619047619
Q007,stable_no_type,stable_tau_local_high,20,0.8,0.8888888888888888
Q008,stable_no_type,stable_tau_local_high,20,0.75,0.6521739130434783
Q009,stable_no_type,stable_tau_local_high,20,0.8,0.8
Q010,stable_no_type,stable_tau_local_high,20,0.8,0.7272727272727273
Q001,stable_no_type,stable_tau_local_low,20,0.65,0.5652173913043478
Q002,stable_no_type,stable_tau_local_low,20,0.75,0.7142857142857143
Q003,stable_no_type,stable_tau_local_low,20,0.8,0.7272727272727273
Q004,stable_no_type,stable_tau_local_low,20,1.0,1.0
Q005,stable_no_type,stable_tau_local_low,20,0.8,0.6956521739130435
Q006,stable_no_type,stable_tau_local_low,20,0.95,0.9047619047619048
Q007,stable_no_type,stable_tau_local_low,20,0.8,0.8888888888888888
